DRI Number,Project Name,Water Usage,County,Initial Info Form Submision Date,Cleaned Water Usage Data,Water Discharge Data,Cleaned Water Discharge Data,Contains 'data center'?,Current Status,Data Center?
465,"Oldcastle Materials Southeast, Inc. DBA SRM Aggregate(Maddox Road)",No water data,DeKalb,9/5/2003,No water data,No water data,No water data,0,Withdrawn,TBD
464,"Talmo Developers, LLC",not provided,Jackson,9/5/2003,not provided,not provided,not provided,0,Completed,TBD
463,Towne Mill,0.401mgd,Cherokee,9/5/2003,0.401mgd,0.354,0.354,0,Completed,TBD
462,Ready Mix USA Concrete Facility - McEver Road,we recycle our proceess water for 80% of total water.,Gwinnett,9/5/2003,we recycle our proceess water for 80% of total water.,".01%-15 people with 1 bathroom, sink and coffee station",".01%-15 people with 1 bathroom, sink and coffee station",0,Completed,TBD
461,The Concrete Company,"7,000 gallons per day",Walton,9/4/2003,"7,000 gallons per day","27,000 gallons per day","27,000 gallons per day",0,Completed,TBD
460,Wal-Mart Supercenter,.004,Decatur,9/4/2003,.004,.003,.003,0,Completed,TBD
459,U.S 27 Retail Center,.004mgd,Decatur,9/4/2003,.004mgd,.003mgd,.003mgd,0,Completed,TBD
458,Mulberry Township,0.332 mgd,Paulding,9/3/2003,0.332,0.289 mgd,0.289,0,Completed,TBD
457,Chattahoochee Village II,1.114 mgd,Fulton,9/3/2003,1.114,0.995 mgd,0.995,0,Completed,TBD
456,The Georgia Acquarium,0.097 mgd,Fulton,9/2/2003,0.097,0.085 mgd,0.085,0,Completed,TBD
455,Lakeside MarketPLace,.043 mgd,Cobb,8/30/2003,.043,0.037 mgd,0.037,0,Completed,TBD
454,Central City Wastewater Treatment Facility Expansion,0,Jackson,8/26/2003,0,1.0,1.0,0,Completed,TBD
453,Covington Airport Runway Extension,No water data,Newton,8/21/2003,No water data,No water data,No water data,0,Completed,TBD
452,Centennial Lakes,0.265 mgd,Cherokee,8/21/2003,0.265,0.231 mgd,0.231,0,Completed,TBD
451,Camp Creek Business Park,No water data,Douglas,8/13/2003,No water data,No water data,No water data,0,Withdrawn,TBD
450,"Casden Properties, LLC",.20 mgpd,DeKalb,8/13/2003,.20,.18 mgpd,.18,0,Completed,TBD
448,Hamilton Project,.085mgd,Harris,8/13/2003,.085mgd,.005mgd,.005mgd,0,Completed,TBD
447,Gravel Springs Road Mixed-Use Development,0.19 mgd,Gwinnett,8/12/2003,0.19,0.19 mgd,0.19,0,Completed,TBD
446,Hamilton Mill Road Retail Center,0.14 mgd,Gwinnett,8/7/2003,0.14,0.14 mgd,0.14,0,Withdrawn,TBD
445,Greenwood Industrial Park,1.55 mgd,Henry,8/6/2003,1.55,0.21 mgd,0.21,0,Completed,TBD
443,Burnt Hickory Road Tract (a.k.a. Lewis Development),0.305 mgd,Bartow,7/29/2003,0.305,0.355 mgd,0.355,0,Completed,TBD
442,Upper Sweetwater WRF,No water data,Paulding,7/25/2003,No water data,No water data,No water data,0,Terminated,TBD
440,Perimeter Place,0.16 mgpd,DeKalb,7/17/2003,0.16,0.4 mgpd,0.4,0,Completed,TBD
439,Austin Ridge,0.25mgd,Douglas,7/16/2003,0.25mgd,0.21mgd,0.21mgd,0,Completed,TBD
438,"Sky Mountain, LLC Master Development Plan",0.5mgd,Rabun,7/15/2003,0.5mgd,0.5mgd-est. design unknown,0.5mgd-est. design unknown,0,Withdrawn,TBD
437,Palisades Road Tract,0.15,Paulding,7/14/2003,0.15,0.153,0.153,0,Completed,TBD
436,Liberty Industrial Park DRI,.048 mgd,Henry,7/10/2003,.048,,,0,Completed,TBD
435,Westland,0.129,Oconee,7/3/2003,0.129,0.110,0.110,0,Completed,TBD
434,South Eastern Land Services C&D Landfill (Oconee County),0.001,Oconee,7/3/2003,0.001,0.001,0.001,0,Completed,TBD
433,Harmony Park,0.515 mgd,Paulding,7/3/2003,0.515,0.447 mgd,0.447,0,Completed,TBD
432,"Jeffco Properties, Inc.","345,600 gpd",Jackson,7/1/2003,"345,600 gpd","21,000 gpd","21,000 gpd",0,Completed,TBD
431,McLain Estate Condominums,No water data,Fulton,6/27/2003,No water data,No water data,No water data,0,Withdrawn,TBD
430,Conners Road Development,0.323 mgd,Carroll,6/23/2003,0.323,0.281 mgd,0.281,0,Completed,TBD
429,Prologis Park @ Greenwood,0.092mgd,Henry,6/17/2003,0.092mgd,0-080 mgd,0-080,0,Completed,TBD
428,Swanson Road Project,0.9 mgd,Catoosa,6/16/2003,0.9,.083 mgd,.083,0,Completed,TBD
427,Belmont Downs,"197,260 mgd",Cherokee,6/12/2003,"197,260","197,260 mgd","197,260",0,Completed,TBD
426,"Stone Mountain Industrial Park, Inc.",0.25 mgd,Coweta,6/10/2003,0.25,0.2 mgd,0.2,0,Withdrawn,TBD
425,Goshen Springs Road Solid Waste Transfer Station,0.0001 mgd,Gwinnett,6/10/2003,0.0001,0.0001 mgd,0.0001,0,Completed,TBD
424,"Atlantic Waste Services, Inc. Landfill",0.0001,Chatham,6/4/2003,0.0001,0.0001,0.0001,0,Completed,TBD
423,Northridge Business Park,0.0545 mgd,Hall,6/3/2003,0.0545,0.0364 mgd,0.0364,0,Completed,TBD
422,Salem road/kirkland road mixed-use development,,Newton,6/2/2003,,"326,087","326,087",0,Completed,TBD
421,Briddle Creek,.08769 mgd,Henry,5/29/2003,.08769,.1061 mgd,.1061,0,Completed,TBD
420,Love's Country Stores,0.008,Haralson,5/27/2003,0.008,0.008,0.008,0,Completed,TBD
418,River Walk,.2238,Jackson,5/21/2003,.2238,.1492,.1492,0,Completed,TBD
417,Orkin Subdivision,No water data,Hall,5/21/2003,No water data,No water data,No water data,0,Withdrawn,TBD
416,Bartow Mixed-Use Development,No water data,Bartow,5/20/2003,No water data,No water data,No water data,0,Withdrawn,TBD
415,SummerGrove Planned Development,0.18 mgd,Coweta,5/15/2003,0.18,0.15 mgd,0.15,0,Completed,TBD
414,Providence,0.040 mgd,Cobb,5/14/2003,0.040,0.064 mgd,0.064,0,Completed,TBD
413,"Southpark, Building 2, Phase 3",.078 mgd,Fulton,5/14/2003,.078,.078 mgd,.078,0,Completed,TBD
412,Houston Springs Resort,0.6 mgd,Houston,5/12/2003,0.6,0.6 mgd,0.6,0,Completed,TBD
411,Brookshire Green,.0232,Camden,5/8/2003,.0232,.058,.058,0,Completed,TBD
410,"McCart Rd. -  I-20 East, Inc. (a.k.a. Kelly Property)",.0235 mgd,Rockdale,4/28/2003,.0235,"185,000 gal or .185 mgd","185,000 gal or .185",0,Completed,TBD
409,Industrial Park (Charles Titshaw),unknown,Jackson,4/24/2003,unknown,na,na,0,Completed,TBD
408,OATLAND PARK,No water data,Bibb,4/21/2003,No water data,No water data,No water data,0,Withdrawn,TBD
405,Global Forum,0.2 mgd,Gwinnett,4/17/2003,0.2,0.18 mgd,0.18,0,Completed,TBD
404,Park Village,0.260mgd,Cherokee,4/10/2003,0.260mgd,0.261 mgd,0.261,0,Completed,TBD
403,1180 Peachtree Street and Atlanta Symphony Orchestra,.08 mgd,Fulton,4/9/2003,.08,.07 mgd,.07,0,Completed,TBD
402,Muirfield Subdivision,"85,000",Habersham,3/31/2003,"85,000","72,450","72,450",0,Completed,TBD
401,Laurel Island Coastal Community,No water data,Camden,3/26/2003,No water data,No water data,No water data,0,Terminated,TBD
400,McDonough Village Green,.88,Henry,3/24/2003,.88,.76,.76,0,Completed,TBD
399,McDonough Village Green,No water data,Henry,3/24/2003,No water data,No water data,No water data,0,Withdrawn,TBD
398,PEC Butner Road,0.046,Fulton,3/24/2003,0.046,0.040,0.040,0,Completed,TBD
397,Mountain Music Park,0.104 mgd,Lumpkin,3/13/2003,0.104,0.104 mgd,0.104,0,Completed,TBD
396,McDonough Village Green,No water data,Henry,3/12/2003,No water data,No water data,No water data,0,Withdrawn,TBD
395,Rennie Hames,"45,820 m.g.d.",Habersham,3/6/2003,"45,820 m.g.d.",No water data,No water data,0,Completed,TBD
394,Lakeside Golf Course Redevelopment,"150,720",Fulton,2/28/2003,"150,720","150,720","150,720",0,Withdrawn,TBD
393,Mill Branch PUD,0.3,Columbia,2/27/2003,0.3,0.3,0.3,0,Completed,TBD
392,DRI 343 /Lee's Mill Road Concrete Batch Plant in Riverdale,.01,Clayton,2/27/2003,.01,.005,.005,0,Completed,TBD
391,Soful Landfill Expansion (12.77 acres),No water data,Fulton,2/26/2003,No water data,No water data,No water data,0,Withdrawn,TBD
390,Ellenwood Township,"400,000 g.p.d.",Clayton,2/25/2003,"400,000 g.p.d.","400,000 g.p.d","400,000 g.p.d",0,Completed,TBD
388,Cousins Westside Master Plan,1.248 mgd,Fulton,2/25/2003,1.248,1.248 mgd,1.248,0,Completed,TBD
387,DSC Logistics,0.141,Henry,2/21/2003,0.141,0.121,0.121,0,Completed,TBD
386,Southpark,52,Fulton,2/18/2003,52,45,45,0,Completed,TBD
385,The Heritage,0.41,Effingham,2/14/2003,0.41,0.35,0.35,0,Completed,TBD
384,EP 28 Tract,1.334 mgd,Paulding,2/7/2003,1.334,1.160 mgd,1.160,0,Completed,TBD
383,Chapel Ridge,30 mgd,Douglas,2/4/2003,30,48 mgd,48,0,Completed,TBD
382,Camp Creek WRF DBO and South Fulton Maintenance and Operations Center (SFMOC),0.02-mgd,Fulton,1/30/2003,0.02-,0.007-mgd,0.007-,0,Completed,TBD
381,Cauley Creek Water Reclamation Facility 5.0 MGD Expansion,0.005 mgd,Fulton,1/30/2003,0.005,0.001,0.001,0,Completed,TBD
376,Stonegate,"107,000 gpd              .107 mgd",Polk,1/29/2003,"107,000 gpd              .107","164,000 gpd,   .164 mgd","164,000 gpd,   .164",0,Withdrawn,TBD
375,SR 186 Tract,,Oconee,1/28/2003,,,,0,Completed,TBD
374,Kensignton Park,unknown,Oconee,1/27/2003,unknown,unknown,unknown,0,Completed,TBD
372,City of Pooler Wastewater Treatment Facility,"less than 10,000 gpd",Chatham,1/22/2003,"less than 10,000 gpd",0,0,0,Terminated,TBD
371,The Links at Walnut Green,.3,Henry,1/17/2003,.3,.3,.3,0,Completed,TBD
370,Oakmont Residential Project,.184,Jackson,1/15/2003,.184,.184,.184,0,Completed,TBD
369,Lafarge Construction Materials,.01mgd,Paulding,1/14/2003,.01mgd,unk,unk,0,Withdrawn,TBD
368,Lenox Residential Subdivision,.112 mgd,Paulding,1/13/2003,.112,.1 mgd,.1,0,Withdrawn,TBD
367,World Children's Center,0.38 mgd,Harris,1/10/2003,0.38,"465,120 gpd","465,120 gpd",0,Completed,TBD
366,"TMW Management, LLC","0.16 mgd (new),  0.17 mgd (total)",DeKalb,1/9/2003,0.16,"0.14 mgd (new),  0.15 mgd (total)",0.14,0,Completed,TBD
365,Golden Industrial Park,0.0843,Gwinnett,1/8/2003,0.0843,0.0843,0.0843,0,Completed,TBD
364,Planned Unit Development (no official name has been created by the applicant yet),.0623,Jackson,12/30/2002,.0623,.0623,.0623,0,Completed,TBD
363,Auburn Station,0.507 mgd,Barrow,12/26/2002,0.507,0.407 mgd,0.407,0,Completed,TBD
362,Serenbe,.065,Fulton,12/20/2002,.065,No water data,No water data,0,Completed,TBD
361,Highland Plantation,0.384 mgd,Bibb,12/18/2002,0.384,0.334 mgd,0.334,0,Completed,TBD
360,OLD CLARKESVILLE MILL,.045,Habersham,12/6/2002,.045,.050,.050,0,Completed,TBD
359,Solful C & D Landfill,No water data,Fulton,12/5/2002,No water data,No water data,No water data,0,Terminated,TBD
358,Douglas Hill Campus,0.01 mgd,Douglas,12/4/2002,0.01,0.005 mgd,0.005,0,Completed,TBD
355,Kinderlou Development (Phase III),0.42 mgd,Lowndes,12/2/2002,0.42,0.42 mgd,0.42,0,Withdrawn,TBD
354,Northeast Water Reclamation Facility Expansion and Upgrade,less than 0.05 mgd,Henry,11/27/2002,less than 0.05,zero mgd,zero,0,Completed,TBD
353,1800 Satellite Boulevard (Baptist Church Campus),0.03 mgd,Gwinnett,11/21/2002,0.03,0.03 mgd,0.03,0,Completed,TBD
352,The Heritage,No water data,Effingham,11/14/2002,No water data,No water data,No water data,0,Terminated,TBD
351,"World Changers Ministries, Burdett Road",No water data,Fulton,11/14/2002,No water data,No water data,No water data,0,Withdrawn,TBD
350,OAKMONT,"184,430 gpd",Dawson,11/13/2002,"184,430 gpd","154,430 gpd","154,430 gpd",0,Completed,TBD
349,UP N CUMMING,"0.006 or 58,800 gpd",Lumpkin,11/6/2002,"0.006 or 58,800 gpd","0.006 or 58,800 gpd","0.006 or 58,800 gpd",0,Completed,TBD
348,Wood Bridge Estates at Moss Lake,"75,000",Gordon,11/6/2002,"75,000","65,000","65,000",0,Completed,TBD
347,"Ashbrook Partners, LLC. (a.k.a. East Hall Residential)",.09081 mgd,Hall,11/4/2002,.09081,.09081,.09081,0,Completed,TBD
346,"Ashbrook Partners, LLC. (a.k.a. Orr Estates)",.09625 mgd,Hall,11/4/2002,.09625,0.9625 mgd,0.9625,0,Completed,TBD
345,Moreland Avenue (a.k.a. Carolina Street),0.11 mgd,Fulton,11/1/2002,0.11,0.11 mgd,0.11,0,Completed,TBD
344,Westland,0.1 mgd,Oconee,10/30/2002,0.1,unknown,unknown,0,Completed,TBD
343,Lee's Mill Road Concrete Batch Plant,.01,Clayton,10/28/2002,.01,.005,.005,0,Withdrawn,TBD
341,Oakmont - Buffington Road,0.046 mgd,Fulton,10/23/2002,0.046,0.040,0.040,0,Completed,TBD
340,The Lakes of Holly Springs,0.4 mgd,Cherokee,10/16/2002,0.4,0.4 mgd,0.4,0,Completed,TBD
339,Calhoun Apartments,"73,485",Gordon,10/14/2002,"73,485","63,900","63,900",0,Completed,TBD
338,Brookstone Village,No water data,Barrow,10/11/2002,No water data,No water data,No water data,0,Withdrawn,TBD
337,Ledbetter Inert Landfill,0.001,Barrow,10/11/2002,0.001,0.0001,0.0001,0,Completed,TBD
336,Teasley Estates,.0027,Franklin,10/9/2002,.0027,.0024,.0024,0,Completed,TBD
335,Sugar Creek Subdivision,.0025,Franklin,10/9/2002,.0025,.0022,.0022,0,Completed,TBD
334,City of Lavonia Waste Water Treatment Plant Expansion,No water data,Franklin,10/9/2002,No water data,No water data,No water data,0,Terminated,TBD
328,Brookstone Subdivision,"84,400",Gordon,10/8/2002,"84,400","84,400","84,400",0,Completed,TBD
321,Hartman Road Businesss Park,.037 mgd,Cobb,10/4/2002,.037,.024-.031 mgd,.024-.031,0,Completed,TBD
318,Spring Lake,0.7,Spalding,10/3/2002,0.7,0.63,0.63,0,Completed,TBD
317,I-85 Gateway Industrial Park,0.025,Hart,10/1/2002,0.025,0.023,0.023,0,Completed,TBD
316,Florida Rock - Proposed Quarry,0.01 mgd,Lamar,9/25/2002,0.01,0.001,0.001,0,Completed,TBD
315,Word of Faith,,Cobb,9/24/2002,,,,0,Completed,TBD
314,Park South Town Homes,".075 mgb (75,000 gallons/day)",Greene,9/23/2002,".075 mgb (75,000 gallons/day)",".075 (75,000 gallons/day)",".075 (75,000 gallons/day)",0,Completed,TBD
313,OAKMONT,No water data,Dawson,9/20/2002,No water data,No water data,No water data,0,Withdrawn,TBD
312,Parkway Suites,.032,Polk,9/20/2002,.032,.032,.032,0,Completed,TBD
306,Camp Creek Business Centre,0.58,Fulton,9/16/2002,0.58,0.58,0.58,0,Completed,TBD
303,Wal-Mart Super Center,.00495,Ben Hill,9/16/2002,.00495,.004455 (90% domestic origin),.004455 (90% domestic origin),0,Completed,TBD
302,WEYERHAEUSER-RUTLEDGE PROJECT,.06,Morgan,9/9/2002,.06,,,0,Completed,TBD
301,River Hill Communities,0.281,Forsyth,9/6/2002,0.281,0.258,0.258,0,Completed,TBD
299,Caribbean Village,.173,Effingham,9/4/2002,.173,.173,.173,0,Completed,TBD
298,First Redeemer Church,No water data,Forsyth,8/29/2002,No water data,No water data,No water data,0,Terminated,TBD
297,Gainesville Salvage Disposal,0.000000230 mgd,Hall,8/28/2002,0.000000230,0.00000200 mgd,0.00000200,0,Completed,TBD
296,Blue Bell (a.k.a. Chatham County Economic Development Site),"700,000 gpd   (.7 mgd)",Chatham,8/23/2002,"700,000 gpd   (.7","630,000 gpd  (.63 mgd)","630,000 gpd  (.63",0,Completed,TBD
292,Summit at Baldwin,No water data,Habersham,8/13/2002,No water data,No water data,No water data,0,Terminated,TBD
291,The Promenade at Gwinnett Place,No water data,Gwinnett,8/9/2002,No water data,No water data,No water data,0,Withdrawn,TBD
290,One Galleria Walk (Formerly Worldspan),.10 mgd,Cobb,8/8/2002,.10,.085 mgd,.085,0,Completed,TBD
289,"THE ORCHARD PHASE 13, 14, 15, 16, 17","53,700 gpd",Habersham,8/7/2002,"53,700 gpd",No water data,No water data,0,Completed,TBD
288,Atlanta Operations Center,0.055 mgd,Cobb,8/1/2002,0.055,0.055 mgd,0.055,0,Completed,TBD
287,Flannery Farms Private Air Strip,No water data,Coweta,7/30/2002,No water data,No water data,No water data,0,Terminated,TBD
286,Sterling-Parks,.038mgd,Habersham,7/23/2002,.038mgd,.038mgd,.038mgd,0,Completed,TBD
285,Perimeter Town Center,.59 mgd,DeKalb,7/16/2002,.59,.51mgd,.51mgd,0,Completed,TBD
284,Northbridge Crossing,.3856 mgd,Henry,7/16/2002,.3856,.3856 mgd,.3856,0,Completed,TBD
283,Crosstown Village,0.2 mgd,Haralson,7/22/2002,0.2,0.33 mgd,0.33,0,Completed,TBD
282,The Woodlands,.25,Newton,7/18/2002,.25,.18,.18,0,Completed,TBD
281,The Villages at Bradley Pointe,0.186,Chatham,7/17/2002,0.186,0.186,0.186,0,Completed,TBD
279,Fairmont on the Park (Final Phase),No water data,Gwinnett,7/10/2002,No water data,No water data,No water data,0,Withdrawn,TBD
278,James Creek Community,0.366 mgd,Forsyth,7/10/2002,0.366,0.348 mgd,0.348,0,Completed,TBD
277,Lexington Airpark,,Troup,7/8/2002,,,,0,Terminated,TBD
276,Long Leaf Energy Station,approximately 27,Early,7/8/2002,approximately 27,project industrial wastewater:  approx. 7 mgd;   project sanitary wastewater:  apprx. 0.008 mgd,project industrial wastewater:  approx. 7,0,Withdrawn,TBD
275,Sweetwater Station,.20,Chatham,7/3/2002,.20,.20,.20,0,Completed,TBD
273,ADESA - Atlanta,0.070 mgd,Fulton,7/2/2002,0.070,0.042 mgd,0.042,0,Completed,TBD
272,Global Forum,.325 mgd,DeKalb,7/1/2002,.325,.225 mgd,.225,0,Withdrawn,TBD
271,"Fox Creek Properties, Inc.","402,408 gpd",Forsyth,6/28/2002,"402,408 gpd","402,408 gpd","402,408 gpd",0,Completed,TBD
270,Locust Grove Station,.7 mgd,Henry,6/27/2002,.7,.7 mgd,.7,0,Completed,TBD
267,The Morgan Tract,1.1 mgd,Chatham,6/26/2002,1.1,1.1 mgd,1.1,0,Completed,TBD
264,Cabin Bluff,2 mgd,Camden,6/25/2002,2,1.5 mgd,1.5,0,Completed,TBD
262,Thomas Concrete,"7,000 gallons per day",Walton,6/24/2002,"7,000 gallons per day","27,000 gallons per day","27,000 gallons per day",0,Completed,TBD
261,Town Creek Apartments,0.081mgd,Greene,6/24/2002,0.081mgd,0.065,0.065,0,Completed,TBD
260,Sims Construction & Demolition Landfill,No water data,Walton,6/20/2002,No water data,,,0,Completed,TBD
259,CRYSTAL FALLS PROPERTY,0.133 mgd,Dawson,6/11/2002,0.133,,,0,Completed,TBD
258,U.S. 278 Development,No water data,Paulding,5/31/2002,No water data,No water data,No water data,0,Withdrawn,TBD
257,Longleaf Energy Station,No water data,Early,5/31/2002,No water data,No water data,No water data,0,Withdrawn,TBD
256,Town Creek Apartments,No water data,Greene,5/29/2002,No water data,No water data,No water data,0,Withdrawn,TBD
254,Stonecreek Landing,.032,Polk,5/13/2002,.032,.032,.032,0,Completed,TBD
253,Lake Oconee Village,0.57 mgd,Greene,5/9/2002,0.57,0.57 mgd,0.57,0,Completed,TBD
252,Wesley Centennial,No water data,DeKalb,5/9/2002,No water data,No water data,No water data,0,Withdrawn,TBD
250,The Preserve,.394,Forsyth,5/6/2002,.394,.36,.36,0,Completed,TBD
249,Apple Pie Ridge,.1 mgd,Habersham,5/6/2002,.1,,,0,Completed,TBD
248,Word of Faith Church,No water data,Cobb,5/2/2002,No water data,No water data,No water data,0,Withdrawn,TBD
246,McClure Industrial Park,depends on user of facility,Jackson,4/24/2002,depends on user of facility,depends on user of facility,depends on user of facility,0,Completed,TBD
245,Princeton Lakes,1 mgd,Fulton,4/24/2002,1,0.66 mgd,0.66,0,Completed,TBD
243,ALTA at Iman Park,".1399mgd or 139,900 gallons per day",Fulton,4/30/2002,".1399mgd or 139,900 gallons per day",".1399 or 139,900 gallons per day",".1399 or 139,900 gallons per day",0,Completed,TBD
242,"Rouse-Forsyth, LLC. c/o The Rouse Company","550,000",Forsyth,4/10/2002,"550,000","550,000","550,000",0,Completed,TBD
241,Cauley Creek Water Reclamation Facility,0.005 mgd,Fulton,4/9/2002,0.005,0.001 mgd,0.001,0,Completed,TBD
239,Indian Creek,.42 mgd,Henry,4/1/2002,.42,.42 mgd,.42,0,Completed,TBD
238,Ridge Mill Manor,"26,600 mgd",Jackson,3/26/2002,"26,600",,,0,Terminated,TBD
237,State Route 372 Parkway Bypass,No water data,Fulton,3/22/2002,No water data,No water data,No water data,0,Terminated,TBD
236,The Villages of Warsaw,0.085 mgd,Fulton,3/20/2002,0.085,0.085 mgd,0.085,0,Completed,TBD
235,Baseball Stadium Construction,"10,000 gal/4 hr event",Floyd,3/18/2002,"10,000 gal/4 hr event","10,000 gal/4 hr event","10,000 gal/4 hr event",0,Completed,TBD
233,New Landfill,unknown,Lamar,3/8/2002,unknown,<500 gallons per day,<500 gallons per day,0,Withdrawn,TBD
232,"Sky Mountain, LLC  Master Development Plan",0.5 mgd,Rabun,3/8/2002,0.5,0.5 mgd,0.5,0,Completed,TBD
231,Stanton Springs,.1 to .6 mgd initially,Newton,3/8/2002,.1 to .6,.1 to .6 mgd initially,.1 to .6,0,Completed,TBD
222,Tree Corners Apartments,No water data,Gwinnett,2/25/2002,No water data,No water data,No water data,0,Terminated,TBD
221,Research Forest Tracts,2.165 million @ buildout,Effingham,2/21/2002,2.165 million @ buildout,1.84 million,1.84 million,0,Completed,TBD
220,Plantation Subdivision,.048 mgd,Morgan,2/20/2002,.048,,,0,Completed,TBD
218,Georgia Distribution Center,"80,500",Jackson,2/14/2002,"80,500","70,000","70,000",0,Completed,TBD
217,"Fox Creek Properties, Inc.",No water data,Forsyth,2/14/2002,No water data,No water data,No water data,0,Withdrawn,TBD
216,Free Chapel Worship Center,0.1,Hall,2/14/2002,0.1,0.10,0.10,0,Completed,TBD
215,St. Andrews Urban Water Reuse Treatment Facility,No water data,Carroll,2/6/2002,No water data,No water data,No water data,0,Completed,TBD
214,Gables at Stonewall Tell,0.183 mgd,Fulton,2/4/2002,0.183,0.159 mgd,0.159,0,Completed,TBD
213,Bryan County Interstate Centre,0.2 million gallons per day monthly average,Bryan,1/31/2002,0.2 million gallons per day monthly average,"commercial:  1,000 gpd/acre; industrial:  1,200 gpd/acre; residential:  350 gpd/acre based on .1 residence per acre","commercial:  1,000 gpd/acre; industrial:  1,200 gpd/acre; residential:  350 gpd/acre based on .1 residence per acre",0,Completed,TBD
212,CAMP CREEK PARKWAY/BUTNER ROAD MIXED USE,.138 gpd,Fulton,1/31/2002,.138 gpd,.120 gpd,.120 gpd,0,Completed,TBD
209,"Avanti, LLC",No water data,Troup,1/29/2002,No water data,No water data,No water data,0,Terminated,TBD
208,Gables at Stonewall Tell,No water data,Fulton,1/28/2002,No water data,No water data,No water data,0,Withdrawn,TBD
205,The Village at South Fulton,"259,721",Fulton,1/24/2002,"259,721","225,844","225,844",0,Completed,TBD
204,Georgian Resort,.5mgd,Paulding,1/14/2002,.5mgd,.5mgd,.5mgd,0,Completed,TBD
203,Buckhead Plaza Site,No water data,Fulton,1/14/2002,No water data,No water data,No water data,0,Terminated,TBD
200,The Park at Sweat Mountain,0.15 mgd average,Cherokee,1/11/2002,0.15,0.15 avg,0.15 avg,0,Completed,TBD
